Date,(ALL) Requiring inpatient care,(ALL) Discharged from hospital or released from treatment,(ALL) To be confirmed,(Hokkaido) Requiring inpatient care,(Hokkaido) Discharged from hospital or released from treatment,(Hokkaido) To be confirmed,(Aomori) Requiring inpatient care,(Aomori) Discharged from hospital or released from treatment,(Aomori) To be confirmed,(Iwate) Requiring inpatient care,(Iwate) Discharged from hospital or released from treatment,(Iwate) To be confirmed,(Miyagi) Requiring inpatient care,(Miyagi) Discharged from hospital or released from treatment,(Miyagi) To be confirmed,(Akita) Requiring inpatient care,(Akita) Discharged from hospital or released from treatment,(Akita) To be confirmed,(Yamagata) Requiring inpatient care,(Yamagata) Discharged from hospital or released from treatment,(Yamagata) To be confirmed,(Fukushima) Requiring inpatient care,(Fukushima) Discharged from hospital or released from treatment,(Fukushima) To be confirmed,(Ibaraki) Requiring inpatient care,(Ibaraki) Discharged from hospital or released from treatment,(Ibaraki) To be confirmed,(Tochigi) Requiring inpatient care,(Tochigi) Discharged from hospital or released from treatment,(Tochigi) To be confirmed,(Gunma) Requiring inpatient care,(Gunma) Discharged from hospital or released from treatment,(Gunma) To be confirmed,(Saitama) Requiring inpatient care,(Saitama) Discharged from hospital or released from treatment,(Saitama) To be confirmed,(Chiba) Requiring inpatient care,(Chiba) Discharged from hospital or released from treatment,(Chiba) To be confirmed,(Tokyo) Requiring inpatient care,(Tokyo) Discharged from hospital or released from treatment,(Tokyo) To be confirmed,(Kanagawa) Requiring inpatient care,(Kanagawa) Discharged from hospital or released from treatment,(Kanagawa) To be confirmed,(Niigata) Requiring inpatient care,(Niigata) Discharged from hospital or released from treatment,(Niigata) To be confirmed,(Toyama) Requiring inpatient care,(Toyama) Discharged from hospital or released from treatment,(Toyama) To be confirmed,(Ishikawa) Requiring inpatient care,(Ishikawa) Discharged from hospital or released from treatment,(Ishikawa) To be confirmed,(Fukui) Requiring inpatient care,(Fukui) Discharged from hospital or released from treatment,(Fukui) To be confirmed,(Yamanashi) Requiring inpatient care,(Yamanashi) Discharged from hospital or released from treatment,(Yamanashi) To be confirmed,(Nagano) Requiring inpatient care,(Nagano) Discharged from hospital or released from treatment,(Nagano) To be confirmed,(Gifu) Requiring inpatient care,(Gifu) Discharged from hospital or released from treatment,(Gifu) To be confirmed,(Shizuoka) Requiring inpatient care,(Shizuoka) Discharged from hospital or released from treatment,(Shizuoka) To be confirmed,(Aichi) Requiring inpatient care,(Aichi) Discharged from hospital or released from treatment,(Aichi) To be confirmed,(Mie) Requiring inpatient care,(Mie) Discharged from hospital or released from treatment,(Mie) To be confirmed,(Shiga) Requiring inpatient care,(Shiga) Discharged from hospital or released from treatment,(Shiga) To be confirmed,(Kyoto) Requiring inpatient care,(Kyoto) Discharged from hospital or released from treatment,(Kyoto) To be confirmed,(Osaka) Requiring inpatient care,(Osaka) Discharged from hospital or released from treatment,(Osaka) To be confirmed,(Hyogo) Requiring inpatient care,(Hyogo) Discharged from hospital or released from treatment,(Hyogo) To be confirmed,(Nara) Requiring inpatient care,(Nara) Discharged from hospital or released from treatment,(Nara) To be confirmed,(Wakayama) Requiring inpatient care,(Wakayama) Discharged from hospital or released from treatment,(Wakayama) To be confirmed,(Tottori) Requiring inpatient care,(Tottori) Discharged from hospital or released from treatment,(Tottori) To be confirmed,(Shimane) Requiring inpatient care,(Shimane) Discharged from hospital or released from treatment,(Shimane) To be confirmed,(Okayama) Requiring inpatient care,(Okayama) Discharged from hospital or released from treatment,(Okayama) To be confirmed,(Hiroshima) Requiring inpatient care,(Hiroshima) Discharged from hospital or released from treatment,(Hiroshima) To be confirmed,(Yamaguchi) Requiring inpatient care,(Yamaguchi) Discharged from hospital or released from treatment,(Yamaguchi) To be confirmed,(Tokushima) Requiring inpatient care,(Tokushima) Discharged from hospital or released from treatment,(Tokushima) To be confirmed,(Kagawa) Requiring inpatient care,(Kagawa) Discharged from hospital or released from treatment,(Kagawa) To be confirmed,(Ehime) Requiring inpatient care,(Ehime) Discharged from hospital or released from treatment,(Ehime) To be confirmed,(Kochi) Requiring inpatient care,(Kochi) Discharged from hospital or released from treatment,(Kochi) To be confirmed,(Fukuoka) Requiring inpatient care,(Fukuoka) Discharged from hospital or released from treatment,(Fukuoka) To be confirmed,(Saga) Requiring inpatient care,(Saga) Discharged from hospital or released from treatment,(Saga) To be confirmed,(Nagasaki) Requiring inpatient care,(Nagasaki) Discharged from hospital or released from treatment,(Nagasaki) To be confirmed,(Kumamoto) Requiring inpatient care,(Kumamoto) Discharged from hospital or released from treatment,(Kumamoto) To be confirmed,(Oita) Requiring inpatient care,(Oita) Discharged from hospital or released from treatment,(Oita) To be confirmed,(Miyazaki) Requiring inpatient care,(Miyazaki) Discharged from hospital or released from treatment,(Miyazaki) To be confirmed,(Kagoshima) Requiring inpatient care,(Kagoshima) Discharged from hospital or released from treatment,(Kagoshima) To be confirmed,(Okinawa) Requiring inpatient care,(Okinawa) Discharged from hospital or released from treatment,(Okinawa) To be confirmed
2022/5/26,296891,8233617,19422,21155,329383,0,2355,53153,0,139,31104,0,114,559,0,1501,28383,0,1862,25986,0,3568,58750,0,3030,153674,0,3101,86737,0,3015,90045,0,9588,534862,0,6928,437752,1892,40015,1484831,0,12735,732588,0,3511,66878,0,2337,34358,0,3786,50357,23,1743,32513,0,973,30987,0,2921,68945,145,4692,93792,,7891,158446,440,18367,511641,0,3182,79337,0,2825,86369,0,7700,191850,778,28967,931007,92,11472,405177,0,3873,87439,0,1400,39699,209,997,13514,192,933,15689,0,5287,85600,5051,10765,141576,0,2596,40906,0,1101,158,0,2608,44580,0,1855,36752,0,1986,24927,0,15241,395470,7078,2112,8721,0,3545,53560,2925,5892,90063,0,2737,50019,0,3940,47513,0,4665,75256,552,15885,192711,45
2022/5/27,285781,8275986,16404,20827,331333,0,2415,53330,0,138,31330,0,116,519,0,1493,28499,0,1692,26296,0,3319,59255,0,2963,154192,0,2780,87296,0,2926,90397,0,9360,536139,0,6724,438791,2728,37327,1490141,0,12164,734727,0,3056,67661,0,2278,34565,0,3650,50866,23,1684,32788,0,983,31107,0,2737,69443,129,4661,94363,,7469,159632,411,18339,513678,0,3031,79808,0,2883,86676,0,7432,192896,670,27883,934297,92,11362,406623,2,3823,87707,0,1326,39908,209,991,13594,194,904,15793,0,4564,90421,1434,10531,142973,0,2561,41221,0,1025,179,0,2436,44948,0,1821,36979,0,1891,25188,0,14822,397609,7004,2096,8742,0,3602,53877,2947,5330,91116,0,2596,50440,0,3910,47862,0,4520,75953,550,15340,194828,11
2022/5/28,275110,8310408,18332,20087,333585,0,2268,53703,0,141,31587,0,125,486,0,1446,28651,0,1758,26377,0,2964,59813,0,2785,154744,0,2640,87650,0,2800,90759,0,8980,537508,0,6375,439769,3358,35671,1494339,0,11892,736465,0,2731,68320,0,2231,34739,0,3499,51347,23,1664,33023,0,1028,31214,0,2709,69740,146,4540,95016,,7226,159632,1326,17985,515785,0,2905,80228,0,2829,87127,0,7059,193939,599,26982,937439,92,11169,408013,0,3189,88534,0,1197,40203,209,940,13711,195,841,15914,0,4564,90421,1860,10420,143945,0,2482,41578,0,924,171,0,2258,45347,0,1746,37243,0,1754,25472,0,14556,399515,6844,2040,8752,0,3408,54358,3234,5330,91116,0,2504,50773,0,3468,48649,0,4360,76660,446,14640,197048,0
2022/5/29,264222,8341603,19848,18802,336110,0,2143,54008,0,144,31843,0,107,405,0,1342,28842,0,1856,26380,0,2776,60208,0,2630,155226,0,2388,87995,0,2658,91083,0,8543,538939,0,6270,440564,4049,34232,1497968,0,11383,738320,0,2741,68647,0,2160,34888,0,3193,51979,23,1659,33247,0,1030,31322,0,2576,70137,127,4409,95648,,7221,159632,1936,17572,517816,0,2762,80636,0,2705,87408,0,6772,194825,499,25780,940139,92,11005,409240,0,3260,88672,0,1148,40390,209,870,13855,195,768,16041,0,4564,90421,2263,9718,145428,0,2396,41892,0,862,137,0,2130,45642,0,1649,37466,0,1619,25680,0,13953,401595,6528,1931,8769,0,3368,54666,3502,5330,91116,0,2375,51104,0,3282,49093,0,4287,77178,420,13853,199003,5
2022/5/30,245722,8376575,14360,18231,337573,0,1980,54270,0,140,32099,0,101,418,0,1311,28922,0,1732,26551,0,2410,60667,0,2388,155741,0,2043,88423,0,2397,91440,0,8113,540064,0,5545,441712,4469,31625,1501916,0,10228,740378,0,2596,68973,0,2106,34988,0,3139,52250,23,1603,33499,0,967,31449,0,2320,70609,26,4109,96228,,6300,162679,131,16627,519942,0,2493,81048,0,2444,87797,0,6264,195832,220,24244,942222,92,10468,410647,1,3157,88907,0,1067,40574,209,793,13987,197,697,16137,0,4564,90421,2526,9337,146428,0,2268,42159,0,770,130,0,1905,45930,0,1553,37660,0,1495,25847,0,13148,403552,6173,1806,8795,0,3122,55024,29,4569,92941,0,2197,51425,0,2989,49516,0,3895,77990,219,12466,200815,45
2022/5/31,230979,8407726,17369,16473,340232,0,1887,54529,0,133,32378,0,97,445,0,1336,29035,0,1447,26951,0,2208,61026,0,2081,156250,0,1931,88713,0,2308,91740,0,7548,541389,0,5213,442600,5027,30047,1505759,0,9624,742087,0,2434,69311,0,2077,35125,0,2768,52717,23,1365,33834,0,998,31564,0,2219,70936,76,3841,96747,,5569,163647,306,15224,521879,0,2408,81380,0,2414,88109,0,5785,196531,462,23350,945424,92,9728,410647,1111,2837,89290,0,969,40720,209,772,14067,197,647,16256,0,4564,90421,2821,8940,147239,0,2254,42435,0,718,134,0,1746,46262,0,1569,37886,0,1470,26024,0,12359,405125,6436,1641,8815,0,3024,55484,21,4119,93865,0,2183,51760,0,2817,49983,0,3578,78525,502,12259,202450,86
2022/6/1,222534,8438637,12508,15634,342309,0,1658,54999,0,128,32615,0,98,363,0,1312,29140,0,1342,27160,0,2014,61391,0,1883,156626,0,1857,88975,0,2316,91934,0,7033,542601,0,5060,443387,634,29307,1508909,0,9327,743514,0,2349,69650,0,2052,35285,0,2745,52993,23,1279,34062,0,1006,31693,0,2084,71343,60,3909,97306,,5351,164368,368,14983,523720,0,2354,81754,0,2281,88437,0,5336,197442,527,22723,948022,92,9314,413181,1,2064,90283,0,885,40906,209,747,14171,197,614,16345,0,4564,90421,3266,8518,148116,0,2222,42694,0,687,109,0,1645,46520,0,1575,38080,0,1408,26196,0,11578,406951,6517,1612,8830,0,3043,55841,9,3850,94644,0,2125,52091,0,2790,50367,0,3544,79061,498,12328,203832,107
2022/6/2,215488,8465434,13495,14891,344267,0,1655,55221,0,122,32855,0,97,459,0,1101,29420,0,1256,27326,0,1897,61622,0,1772,156997,0,1754,89230,0,2101,92323,0,7089,543326,0,4964,444099,1247,29502,1511044,0,8890,744774,0,2320,69950,0,1954,35489,0,2571,53458,23,1206,34290,0,971,31846,0,1908,71706,102,3916,97760,,5080,165240,386,14677,525664,0,2314,82037,0,2229,88701,0,5078,197645,424,21700,950571,92,8640,414770,0,1932,90588,0,776,41110,209,718,14271,197,608,16419,0,4564,90421,3682,8248,149001,0,2173,43000,0,705,97,0,1523,46783,0,1585,38257,0,1186,26509,0,11043,408605,6616,1539,8835,0,3104,56105,8,3922,94958,0,1999,52472,0,2697,50748,0,3569,79534,442,11942,205631,67
2022/6/3,204373,8498411,10847,14286,345908,0,1718,55366,0,118,32997,0,93,396,0,1030,29559,0,1174,27493,0,1710,61942,0,1747,157337,0,1622,89491,0,1954,92625,0,7109,544046,0,4606,444938,1727,28001,1514652,0,8379,746310,0,2180,70299,0,1882,35653,0,2363,53831,23,1047,34605,0,901,31995,0,1861,72016,37,3822,98287,,4916,165976,285,14105,527589,0,2120,82447,0,2183,88920,0,4751,198396,393,20317,953479,92,8367,415880,0,1869,90834,0,707,41261,209,683,14358,197,587,16497,0,3285,94797,911,7544,150319,0,2078,43296,0,702,100,0,1402,47060,0,1595,38455,0,1083,26703,0,10814,410045,6482,1448,8839,0,3192,56378,7,3813,95429,0,1815,52816,0,2571,51166,0,3458,80086,424,11365,207539,60
2022/6/4,192711,8526787,12576,13278,347815,0,1452,55817,0,120,33182,0,94,373,0,1012,29658,0,1080,27657,0,1558,62428,0,1608,157727,0,1583,89677,0,1866,92863,0,6469,545347,0,4305,445713,2203,26779,1517940,0,7986,747792,0,1952,70680,0,1785,35846,0,1968,54413,23,1060,34740,0,822,32153,0,1796,72198,75,3684,98854,,4540,165976,1093,13245,529679,0,1981,82782,0,2043,89247,0,4445,199095,355,18409,956872,92,7870,417183,0,1864,90988,0,679,41422,209,637,14451,198,549,16580,0,3285,94797,1230,7244,151192,0,2023,43578,0,690,103,0,1309,47303,0,1561,38655,0,1024,26865,0,10115,411815,6317,1330,8844,0,3179,56688,304,3813,95429,0,1733,53081,0,2412,51561,0,3306,80662,406,11168,209066,71
2022/6/5,184120,8550181,13663,12673,349327,0,1412,55994,0,111,33453,0,95,320,0,980,29748,0,920,27857,0,1478,62645,0,1553,158025,0,1516,89832,0,1789,93069,0,6002,546434,0,4100,446398,2683,25718,1520583,0,7439,749193,0,1796,71009,0,1693,36009,0,1890,54675,23,1061,34922,0,753,32281,0,1660,72534,21,3569,99369,,4532,165976,1500,12603,531486,0,1905,83081,0,1951,89464,0,4145,199750,302,17807,958623,92,7540,418332,0,1721,91270,0,644,41553,209,640,14494,198,524,16646,0,3285,94797,1496,6875,152044,0,1927,43826,0,699,87,0,1250,47488,0,1515,38829,0,949,27018,0,9593,413238,6227,1214,8856,0,2824,57256,517,3813,95429,0,1610,53315,0,2246,51897,0,3218,81156,318,10882,210593,77
2022/6/6,172182,8574093,11611,11969,350680,0,1359,56157,0,103,33656,0,89,299,0,870,29893,0,919,27895,0,1354,62634,0,1486,158286,0,1333,90096,0,1646,93279,0,5584,547237,0,3756,447009,2949,23872,1523442,0,7075,750303,0,1608,71284,0,1546,36194,0,1814,54937,23,1053,35084,0,692,32382,0,1511,72781,17,3304,99886,,4054,168103,44,11696,533302,0,1753,83306,0,1821,89664,0,3763,200434,159,16748,960138,92,7182,419302,0,1657,91447,0,631,41634,209,575,14594,198,472,16723,0,3285,94797,1661,6739,152620,0,1806,44060,0,685,61,0,1119,47674,0,1427,38991,0,870,27163,0,8936,414701,5978,1117,8871,0,2714,57456,6,3529,96459,0,1488,53528,0,2064,52189,0,3113,81577,172,9995,211885,103
2022/6/7,164993,8594969,12925,11295,352053,0,1333,56348,0,94,33869,0,81,271,0,894,29957,0,792,28073,0,1245,62856,0,1431,158510,0,1342,90229,0,1593,93491,0,5382,547878,0,3612,447561,3356,23043,1526070,0,6763,751374,0,1435,71555,0,1472,36350,0,1642,55181,23,1018,35200,0,675,32488,0,1374,73096,52,3077,100301,,3961,168347,187,10553,534858,0,1642,83565,0,1761,89912,0,3579,200777,298,16422,962383,92,6418,420377,0,1571,91585,0,619,41694,209,525,14677,198,479,16772,0,3285,94797,1860,6336,153362,0,1796,44276,0,695,85,0,1085,47835,0,1501,39153,0,909,27246,0,8321,415871,6105,996,8883,0,2767,57725,5,3546,96877,0,1422,53753,0,1973,52459,0,2954,81908,455,10284,213081,85
2022/6/8,162594,8614691,10643,11249,353319,0,1348,56526,0,107,34049,0,74,253,0,889,30027,0,671,28282,0,1180,63075,0,1399,158710,0,1335,90342,0,1552,93710,0,5578,548383,0,3513,448118,455,22542,1528504,0,6628,752329,0,1368,71771,0,1498,36452,0,1557,55469,23,1016,35327,0,630,32601,0,1331,73325,34,3180,100669,,3649,169020,240,10449,536249,0,1604,83795,0,1641,90209,0,3510,201134,424,15852,964594,92,6292,421283,1,1534,91790,0,610,41816,209,537,14725,198,485,16813,0,3285,94797,2161,6164,153884,0,1741,44480,0,688,66,0,1084,47950,0,1487,39337,0,918,27344,0,8112,416761,6277,1030,8896,0,2841,57925,6,3355,97429,0,1358,53951,0,1996,52703,0,2916,82401,425,10811,214098,98
2022/6/9,160560,8633423,11256,11003,354555,0,1385,56683,0,105,34248,0,67,288,0,898,30095,0,689,28353,0,1139,63252,0,1409,158918,0,1300,90491,0,1483,93941,0,5408,549173,0,3442,448671,935,22907,1530011,0,6305,753349,0,1333,71954,0,1405,36630,0,1566,55668,23,1025,35454,0,603,32709,0,1346,73520,19,3156,101043,,3623,169449,218,10362,537503,0,1558,84003,0,1614,90388,0,3387,201681,297,15315,966548,92,6186,422235,1,1566,91910,0,580,41919,209,484,14808,200,462,16873,0,3285,94797,2466,6359,154266,0,1740,44677,0,687,85,0,1049,48093,0,1473,39518,0,930,27428,0,7775,417946,6287,1023,8910,0,2748,58253,7,3443,97715,0,1232,54216,0,1937,52959,0,2923,82819,405,10845,215418,97
2022/6/10,153416,8657822,9866,10492,356008,0,1454,56830,0,108,34447,0,69,312,0,874,30207,0,722,28386,0,1103,63370,0,1374,159180,0,1248,90645,0,1359,94210,0,5129,550006,0,3342,449243,1408,21586,1532929,0,6208,754233,0,1212,72170,0,1331,36780,0,1547,55851,23,1028,35589,0,564,32820,0,1290,73708,36,3098,101432,,3407,170018,208,9796,539035,0,1442,84255,0,1577,90578,0,3154,202211,323,14650,968402,92,6188,422932,2,1627,91980,0,570,41984,210,484,14843,200,418,16938,0,2154,97944,671,5110,156068,0,1618,44947,0,664,102,0,1005,48212,0,1495,39686,0,930,27520,0,7610,418965,6251,1022,8928,0,2817,58416,4,3513,98026,0,1147,54432,0,1815,53266,0,2942,83203,340,11123,216575,98
2022/6/11,147673,8677228,11256,10039,357331,0,1371,57083,0,113,34613,0,67,219,0,912,30265,0,675,28505,0,1084,63497,0,1301,159444,0,1250,90782,0,1345,94378,0,4784,550907,0,3251,449745,1820,19963,1536076,0,6051,755166,0,1144,72373,0,1293,36925,0,1454,56066,23,1031,35726,0,552,32905,0,1278,73920,6,2879,101931,,3154,170018,781,9539,540209,0,1357,84491,0,1577,90753,0,2979,202709,267,14314,969991,92,5960,423822,0,1624,92088,0,520,42100,210,392,14962,200,386,17002,0,2154,97944,913,5007,156646,0,1510,45218,0,651,93,0,940,48378,0,1471,39859,0,965,27606,0,7496,419891,6227,1010,8934,0,2695,58725,191,3513,98026,0,1058,54643,0,1716,53551,0,2808,83677,437,11040,218035,89
2022/6/12,144010,8693967,12101,9964,358217,0,1281,57298,0,108,34825,0,57,226,0,966,30306,0,670,28581,0,1056,63616,0,1278,159702,0,1177,90922,0,1270,94577,0,4645,551633,0,3241,450181,2245,19230,1538355,0,5617,756317,0,1100,72545,0,1223,37086,0,1450,56239,23,1033,35888,0,530,32971,0,1239,74101,6,2733,102361,,3142,170018,1051,9240,541395,0,1433,84566,0,1498,90953,0,2862,203093,291,14107,971346,92,5965,424442,0,1600,92231,0,499,42200,210,364,15017,200,355,17045,0,2154,97944,1131,4928,157163,0,1402,45418,0,669,67,0,878,48521,0,1403,40039,0,953,27694,0,7201,420971,6096,1004,8953,0,2500,59094,365,3513,98026,0,1008,54793,0,1584,53792,0,2887,84035,298,10993,219204,93
2022/6/13,136539,8712034,10631,9691,359025,0,1247,57420,0,100,35015,0,44,221,0,952,30352,0,658,28632,0,1015,63728,0,1246,159896,0,1111,91050,0,1174,94746,0,4695,552019,0,3101,450567,2491,18003,1540540,0,5605,756926,0,974,72723,0,1126,37228,0,1404,56400,23,950,36118,0,488,33045,0,1130,74273,18,2571,102719,,2612,171693,49,8872,542477,0,1205,84887,0,1380,91140,0,2815,203431,131,13635,972240,92,5688,425236,1,1610,92327,0,475,42275,210,357,15065,200,304,17101,0,2154,97944,1253,4848,157632,0,1289,45607,0,639,90,0,801,48639,0,1282,40209,0,904,27791,0,6831,421990,5863,993,8976,0,2250,59418,4,2794,99520,0,953,54920,0,1421,54028,0,2807,84412,194,10335,220343,102
2022/6/14,131676,8729188,11930,8941,360396,0,1232,57651,0,95,35224,0,47,230,0,997,30403,0,666,28697,0,1014,63849,0,1207,160090,0,1139,91144,0,1180,94892,0,4531,552628,0,3038,450980,2841,17026,1543039,0,5632,757550,0,937,72862,0,1148,37319,0,1308,56576,23,881,36264,0,495,33123,0,1127,74436,35,2317,103098,,2657,171799,173,8201,543479,0,1147,85072,0,1430,91291,0,2760,203617,294,13165,974299,92,5234,425929,1,1470,92537,0,462,42344,210,367,15084,201,292,17143,0,2154,97944,1425,4586,158166,0,1268,45773,0,641,75,0,755,48781,0,1319,40365,0,969,27867,0,6493,422740,6042,924,8997,0,2227,59723,3,2628,100237,0,959,55054,0,1382,54224,0,2645,84767,481,10583,221430,109
2022/6/15,132555,8744065,9902,8565,361735,0,1293,57812,0,94,35399,0,51,219,0,916,30536,0,645,28793,0,1020,63960,0,1181,160284,0,1151,91245,0,1243,94996,0,4801,553028,0,3097,451425,504,17535,1544542,0,5859,758159,0,916,73008,0,1182,37433,0,1281,56781,23,877,36387,0,474,33195,0,1079,74622,67,2343,103445,,2655,172106,201,8475,544270,0,1198,85215,0,1452,91420,0,2733,203938,408,13090,975693,92,5287,426524,0,1233,92917,0,435,42434,210,317,15155,201,259,17195,0,2154,97944,1663,4501,158560,0,1257,45917,0,638,88,0,745,48891,0,1304,40530,0,982,27966,0,6341,423481,6100,985,9012,0,2242,59955,4,2713,100585,0,934,55181,0,1444,54363,0,2823,85070,337,10755,222651,92
2022/6/16,132750,8759105,10653,8315,362886,0,1367,57937,0,85,35534,0,50,280,0,859,30652,0,669,28829,0,1027,64087,0,1279,160448,0,1029,91457,0,1232,95144,0,4946,553584,0,3269,451804,1055,18023,1545870,0,5849,758820,0,921,73120,0,1147,37579,0,1279,56951,23,866,36511,0,462,33266,0,1104,74797,2,2270,103736,,2648,172455,169,8517,545139,0,1175,85383,0,1431,91609,0,2762,204317,336,12688,977308,92,5178,427328,2,1259,93010,0,454,42503,210,311,15190,201,255,17225,0,2154,97944,1859,4459,159023,0,1233,46083,0,661,73,0,719,48988,0,1276,40682,0,1023,28069,0,6319,424150,6185,1067,9019,0,2171,60261,4,2880,100859,0,942,55311,0,1420,54539,0,2764,85465,429,10936,223880,86
2022/6/17,129941,8777797,9602,8149,363846,0,1390,58148,0,79,35649,1,58,258,0,779,30793,0,703,28864,0,1027,64209,0,1269,160670,0,1062,91554,0,1258,95280,0,4820,554323,0,3264,452254,1500,17037,1548448,0,5882,759720,0,924,73235,0,1158,37696,0,1299,57096,23,881,36624,0,445,33341,0,1052,74961,21,2141,104096,,2480,172872,165,8306,546166,0,1172,85556,0,1411,91781,0,2710,204705,314,12559,978560,92,5184,427911,1,1223,93165,0,446,42564,210,263,15264,201,277,17255,0,1702,99972,452,4207,159655,0,1227,46230,0,681,64,0,696,49091,0,1227,40867,0,1014,28179,0,6296,424902,6192,1166,9027,0,2217,60444,3,3060,101062,0,902,55463,0,1368,54761,0,2801,85857,340,10669,225359,87
2022/6/18,121569,8032944,10920,7690,364992,0,1525,58263,0,68,35862,0,64,286,0,707,30922,0,690,28948,0,1027,64209,0,1297,160852,0,1042,91663,0,1234,95451,0,4874,554871,0,3324,452643,1949,16986,1550176,0,,,0,940,73361,0,1183,37787,0,1272,57251,23,882,36746,0,453,33402,0,1047,75115,29,2064,104409,,2276,172872,556,8266,547000,0,1152,85701,0,1389,91949,0,2680,205049,342,12272,980101,92,5030,428618,1,1220,93270,0,444,42634,210,263,15290,202,304,17290,0,1702,99972,670,3407,160851,0,1180,46404,0,664,87,0,675,49169,0,1180,41050,0,1032,28259,0,6238,425695,6174,1208,9031,0,2226,60666,234,3060,101062,0,865,55596,0,1326,54975,0,2775,86222,343,10366,226922,95
2022/6/19,120414,8045888,11852,7466,365919,0,1539,58426,0,67,35980,0,70,265,0,714,30955,0,675,29004,0,1020,64462,0,1346,161043,0,1017,91772,0,1199,95596,0,4855,555525,0,3400,453040,2422,16761,1552019,0,,,0,989,73466,0,1195,37867,0,1287,57380,23,923,36865,0,436,33457,0,1023,75234,38,1937,104698,,2276,172872,766,8200,547896,0,1181,85819,0,1266,92234,0,2725,205346,267,12233,981022,92,5000,429248,2,1277,93346,0,445,42692,210,260,15329,202,325,17335,0,1702,99972,872,3310,161285,0,1150,46557,0,671,87,0,637,49271,0,1154,41193,0,997,28366,0,6222,426425,6146,1216,9033,0,2085,61002,429,3060,101062,0,852,55715,0,1273,55150,0,2758,86582,284,10220,228076,99
2022/6/20,122163,8821731,10599,7219,366598,0,1516,58536,0,57,36135,0,79,254,0,680,30998,0,636,29071,0,1023,64545,0,1320,161235,0,1002,91857,0,1097,95753,0,4891,555901,0,3226,453488,2697,15944,1553912,0,6186,761774,0,934,73568,0,1163,37955,0,1264,57507,23,922,36998,0,391,33522,0,920,75424,4,1795,104968,,1984,173929,104,8043,548743,0,1162,85952,0,1258,92327,0,2614,205724,118,11528,982121,92,4911,429853,0,1233,93476,0,441,42751,210,284,15344,202,353,17362,0,1702,99972,1019,3297,161635,0,1090,46687,0,645,75,0,612,49340,0,1095,41313,0,960,28450,0,6150,427182,5859,1209,9047,0,1992,61200,2,3136,102011,0,787,55823,0,1279,55204,0,2672,86952,174,9461,229259,95
2022/6/21,121034,8835301,11949,6788,367502,0,1558,58716,0,49,36304,0,73,273,0,676,31035,0,628,29137,0,1039,64643,0,1269,161445,0,965,92022,0,1146,95860,0,4793,556478,0,3208,453923,3114,16232,1555587,0,6309,762465,0,905,73691,0,1229,38010,0,1205,57613,23,898,37096,0,383,33576,0,916,75562,5,1668,105191,,1930,174112,204,7612,549449,0,1128,86114,0,1269,92482,0,2602,205854,297,11605,983551,92,4666,430341,0,1115,93626,0,442,42802,210,290,15381,202,427,17377,0,1702,99972,1161,3169,161981,0,1070,46826,0,660,83,0,627,49422,0,1167,41448,0,998,28549,0,5798,427932,6088,1176,9053,0,2063,61415,2,3106,102592,0,803,55919,0,1374,55264,0,2527,87270,443,9771,230357,108
2022/6/22,124715,8847986,9774,6774,368237,0,1617,58910,0,44,36441,0,81,248,0,529,31231,0,633,29209,0,1086,64739,0,1333,161593,0,916,92160,0,1136,96001,0,5260,556788,0,3384,454273,525,17212,1556935,0,6647,763045,0,991,73778,0,1301,38076,0,1216,57780,23,885,37214,0,387,33636,0,879,75702,30,1670,105425,,2021,174298,217,7914,550231,0,1234,86228,0,1357,92595,0,2643,206110,345,11706,984861,92,4763,430916,3,1162,93735,0,436,42884,210,296,15423,202,495,17407,0,1702,99972,1400,3127,162299,0,1088,46922,0,672,83,0,624,49502,0,1213,41581,0,1003,28643,0,5574,428780,6275,1258,9065,0,2123,61615,3,3342,102781,0,786,56030,0,1275,55556,0,2624,87616,361,10296,231432,88
2022/6/23,127805,8863016,11782,6659,369103,0,1576,59187,0,50,36565,0,81,279,0,528,31267,0,642,29288,0,1086,64850,0,1394,161800,0,941,92244,0,1120,96137,0,5522,557296,0,3572,454656,1095,18425,1558134,0,6841,763657,0,997,73905,0,1309,38158,0,1227,57926,23,873,37336,0,385,33694,0,853,75877,7,1600,105641,,2022,176421,1586,8090,551052,0,1254,86385,0,1367,92742,0,2738,206360,311,11747,986065,92,4821,431531,0,1176,93842,0,436,42986,210,316,15465,202,609,17421,0,1702,99972,1585,3047,162783,0,1121,47049,0,686,69,0,640,49568,0,1258,41713,0,1015,28741,0,5808,429355,6215,1321,9075,0,2209,61769,4,3445,103131,0,754,56158,0,1349,55688,0,2679,87922,361,10514,232753,91
2022/6/24,128604,8877434,9823,6621,369814,0,1694,59342,0,47,36684,0,82,262,0,538,31303,0,638,29364,0,1096,64956,0,1452,162022,0,923,92350,0,1088,96264,0,5484,558022,0,3652,455118,1637,18587,1560151,0,7133,764508,0,1023,74008,0,1307,38257,0,1230,58041,23,874,37456,0,380,33751,0,824,76002,8,1606,105860,,2096,174832,199,7917,552139,0,1278,86545,0,1410,92878,0,2700,206707,302,11814,987358,92,5080,432016,0,1188,93945,0,467,43043,210,360,15475,202,714,17441,0,1449,101517,443,3074,163095,0,1092,47198,0,670,87,0,613,49651,0,1287,41862,0,985,28868,0,5807,430101,6305,1421,9083,0,2293,61921,6,3513,103563,0,727,56279,0,1366,55883,0,2622,88340,319,10382,234072,77
